0;0
0.01;0.2
0.02;0.4
0.03;0.6
0.04;0.8
0.05;1
0.06;1
0.07;1
0.08;1
0.09;1
0.1;1
0.11;1
0.12;1
0.13;1
0.14;1
0.15;1
0.16;1
0.17;1
0.18;1
0.19;1
0.2;1
0.21;0.8
0.22;0.6
0.23;0.4
0.24;0.2
0.25;0
